,Top Level,Primary Level,Secondary Level,Full Title,ISSN,Unformatted ISSN,Product ID,Status,Change History
7799,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Applied Soft Computing,1568-4946,15684946,05434,Active,
7800,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Artificial Intelligence in Geosciences,2666-5441,26665441,30365,Active,
7801,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Artificial Intelligence in the Life Sciences,2667-3185,26673185,31151,Active,
7802,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Astronomy and Computing,2213-1337,22131337,18011,Active,
7803,Physical Sciences and Engineering,Computer Science,Computer Science Applications,"BenchCouncil Transactions on Benchmarks, Standards and Evaluations",2772-4859,27724859,31251,Active,
7804,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Big Data Research,2214-5796,22145796,07502,Active,
7805,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Biometric Technology Today,0969-4765,09694765,02265,Transferred,Transferred to Mark Allen Group as of 2022
7806,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Blockchain: Research and Applications,2096-7209,20967209,31033,Active,
7808,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Computer Fraud & Security,1361-3723,13613723,02065,Transferred,Formerly known as Computer Fraud & Security Bulletin; Transferred to Mark Allen Group
7809,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Computer Fraud & Security Bulletin,0142-0496,01420496,02065,Changed Name,Continued as Computer Fraud & Security
7810,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Computer Methods in Applied Mechanics and Engineering,0045-7825,00457825,06004,Active,
7811,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Computer Physics Communications,0010-4655,00104655,05194,Active,
7812,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Computer Standards & Interfaces,0920-5489,09205489,05264,Active,Incorporating Computers and Standards and Interfaces in Computing
7813,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Computerized Medical Imaging and Graphics,0895-6111,08956111,00292,Active,Formerly known as Computerized Radiology
7814,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Computers in Biology and Medicine,0010-4825,00104825,00351,Active,
7815,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Computers and Biomedical Research,0010-4809,00104809,12017,Changed Name,Continued as Journal of Biomedical Informatics
7816,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Computers & Chemistry,0097-8485,00978485,00379,Changed Name,Continued as Computational Biology and Chemistry
7817,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Computers and Electronics in Agriculture,0168-1699,01681699,05099,Active,
7818,Physical Sciences and Engineering,Computer Science,Computer Science Applications,"Computers, Environment and Urban Systems",0198-9715,01989715,00304,Active,Formerly known as Urban Systems
7819,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Computers & Geosciences,0098-3004,00983004,00398,Active,
7820,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Computers and Geotechnics,0266-352X,0266352X,02016,Active,
7821,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Computers in Human Behavior,0747-5632,07475632,00759,Active,
7822,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Computers in Industry,0166-3615,01663615,05365,Active,
7823,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Computers & Security,0167-4048,01674048,02069,Active,
7824,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Computers & Structures,0045-7949,00457949,00359,Active,
7825,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Computing Systems in Engineering,0956-0521,09560521,02000,Incorporated,Incorporated into Advances in Engineering Software
7826,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Cyber Security and Applications,2772-9184,27729184,31379,Active,
7827,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Digital Investigation,1742-2876,17422876,04064,Changed Name,Continued as Forensic Science International: Digital Investigation
7829,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Engineering Analysis with Boundary Elements,0955-7997,09557997,02021,Active,Formerly known as Engineering Analysis
7831,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Expert Systems with Applications,0957-4174,09574174,00939,Active,
7832,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Expert Systems with Applications: X,2590-1885,25901885,18477,Active,
7833,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Finite Elements in Analysis and Design,0168-874X,0168874X,05272,Active,
7834,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Forensic Science International: Digital Investigation,2666-2817,26662817,04064,Active,Formerly known as Digital Investigation
7835,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Future Generation Computer Systems,0167-739X,0167739X,05273,Active,
7836,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Fuzzy Sets and Systems,0165-0114,01650114,05371,Active,
7837,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Healthcare,2213-0764,22130764,14138,Active,
7838,Physical Sciences and Engineering,Computer Science,Computer Science Applications,High-Confidence Computing,2667-2952,26672952,31164,Active,
7839,Physical Sciences and Engineering,Computer Science,Computer Science Applications,ICT Express,2405-9595,24059595,18247,Active,
7841,Physical Sciences and Engineering,Computer Science,Computer Science Applications,IMPACT of Computing in Science and Engineering,0899-8248,08998248,00000,Discontinued,Title discontinued as of 1994
7842,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Informatics and Health,2949-9534,29499534,31621,Active,
7843,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Information Processing & Management,0306-4573,03064573,00244,Active,Formerly known as Information Storage and Retrieval
7844,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Information Sciences,0020-0255,00200255,07669,Active,Incorporating Information Sciences - Applications
7845,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Information Sciences - Applications,1069-0115,10690115,07669,Incorporated,Incorporated into Information Sciences
7846,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Information Security Technical Report,1363-4127,13634127,02199,Changed Name,Continued as Journal of Information Security and Applications
7847,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Information Systems,0306-4379,03064379,00236,Active,
7849,Physical Sciences and Engineering,Computer Science,Computer Science Applications,International Journal of Approximate Reasoning,0888-613X,0888613X,07662,Active,
7850,Physical Sciences and Engineering,Computer Science,Computer Science Applications,International Journal of Bio-Medical Computing,0020-7101,00207101,08024,Changed Name,Continued as International Journal of Medical Informatics
7852,Physical Sciences and Engineering,Computer Science,Computer Science Applications,International Journal of Medical Informatics,1386-5056,13865056,08024,Active,Formerly known as International Journal of Bio-Medical Computing
7853,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Internet of Things and Cyber-Physical Systems,2667-3452,26673452,31174,Active,
7854,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Journal of the American Medical Informatics Association,1067-5027,10675027,14014,Transferred,Transferred to the BMJ Publishing Group as of 2010
7855,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Journal of Biomedical Informatics,1532-0464,15320464,12017,Active,Formerly known as Computers and Biomedical Research
7856,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Journal of Computational Physics,0021-9991,00219991,12058,Active,
7857,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Journal of Computational Science,1877-7503,18777503,08700,Active,
7858,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Journal of Computer Languages,2590-1184,25901184,12682,Active,Formerly known as Journal of Visual Languages & Computing
7859,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Journal of Information Security and Applications,2214-2126,22142126,02199,Active,Formerly known as Information Security Technical Report
7860,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Journal of Informetrics,1751-1577,17511577,04091,Active,
7862,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Journal of Parallel and Distributed Computing,0743-7315,07437315,12080,Active,
7864,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Journal of Systems Architecture,1383-7621,13837621,05299,Active,Formerly known as Microprocessing and Microprogramming
7865,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Journal of Systems and Software,0164-1212,01641212,07735,Active,
7867,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Machine Learning with Applications,2666-8270,26668270,30455,Active,
7869,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Network Security,1353-4858,13534858,02158,Transferred,Transferred to Mark Allen Group as of 2022
7871,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Online Social Networks and Media,2468-6964,24686964,18376,Active,
7872,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Parallel Computing,0167-8191,01678191,05302,Active,
